zip,city,county,State
29153,Sumter,Sumter County,SC
29154,Sumter,Sumter County,SC
29160,Swansea,Lexington County,SC
29161,Timmonsville,Florence County,SC
29162,Turbeville,Clarendon County,SC
29163,Vance,Orangeburg County,SC
29164,,Aiken County,SC
29168,Wedgefield,Sumter County,SC
29169,West Columbia,Lexington County,SC
29170,Springdale,Lexington County,SC
29172,,Lexington County,SC
29175,Westville,Kershaw County,SC
29178,Whitmire,Newberry County,SC
29180,Winnsboro,Fairfield County,SC
29201,Columbia,Richland County,SC
29203,Columbia,Richland County,SC
29204,Columbia,Richland County,SC
29205,Columbia,Richland County,SC
29206,Columbia,Richland County,SC
29209,Columbia,Richland County,SC
29210,Columbia,Richland County,SC
29212,Columbia,Lexington County,SC
29223,Columbia,Richland County,SC
29229,Columbia,Richland County,SC
29301,Spartanburg,Spartanburg County,SC
29302,Spartanburg,Spartanburg County,SC
29303,Spartanburg,Spartanburg County,SC
29306,Spartanburg,Spartanburg County,SC
29307,Spartanburg,Spartanburg County,SC
29316,Boiling Springs,Spartanburg County,SC
29320,Spartanburg,Spartanburg County,SC
29322,Campobello,Spartanburg County,SC
29323,Chesnee,Spartanburg County,SC
29325,Clinton,Laurens County,SC
29330,Cowpens,Cherokee County,SC
29332,Cross Hill,Laurens County,SC
29333,Spartanburg,Spartanburg County,SC
29334,Duncan,Spartanburg County,SC
29335,Enoree,Spartanburg County,SC
29340,Gaffney,Cherokee County,SC
29341,Gaffney,Cherokee County,SC
29349,Inman,Spartanburg County,SC
29351,Joanna,Laurens County,SC
29353,Jonesville,Union County,SC
29355,Clinton,Laurens County,SC
29356,Landrum,Greenville County,SC
29360,Laurens,Laurens County,SC
29365,Lyman,Spartanburg County,SC
29369,Moore,Spartanburg County,SC
29370,Cross Hill,Laurens County,SC
29372,Pacolet,Spartanburg County,SC
29374,Pauline,Spartanburg County,SC
29376,Roebuck,Spartanburg County,SC
29377,Startex,Spartanburg County,SC
29379,Union,Union County,SC
29384,Waterloo,Laurens County,SC
29385,Lyman,Spartanburg County,SC
29388,Woodruff,Spartanburg County,SC
29401,Charleston,Charleston County,SC
29403,Charleston,Charleston County,SC
29405,North Charleston,Charleston County,SC
29406,North Charleston,Charleston County,SC
29407,Charleston,Charleston County,SC
29410,Hanahan,Berkeley County,SC
29412,Charleston,Charleston County,SC
29414,Charleston,Charleston County,SC
29418,North Charleston,Charleston County,SC
29420,North Charleston,Dorchester County,SC
29426,Adams Run,Charleston County,SC
29429,Awendaw,Charleston County,SC
29431,Bonneau,Berkeley County,SC
29432,Branchville,Orangeburg County,SC
29434,Cordesville,Berkeley County,SC
29435,Cottageville,Colleton County,SC
29436,Cross,Berkeley County,SC
29437,Harleyville,Dorchester County,SC
29438,Edisto Beach,Charleston County,SC
29439,Folly Beach,Charleston County,SC
29440,Georgetown,Georgetown County,SC
29445,Goose Creek,Berkeley County,SC
29446,Green Pond,Colleton County,SC
29448,Harleyville,Dorchester County,SC
29449,Hollywood,Charleston County,SC
29450,Huger,Berkeley County,SC
29451,Isle of Palms,Charleston County,SC
29453,Jamestown,Berkeley County,SC
29455,Charleston,Charleston County,SC
29456,Ladson,Dorchester County,SC
29458,Mc Clellanville,Charleston County,SC
29461,Moncks Corner,Berkeley County,SC
29464,Mount Pleasant,Charleston County,SC
29466,Mount Pleasant,Charleston County,SC
29468,Pineville,Berkeley County,SC
29469,Moncks Corner,Berkeley County,SC
29470,Ravenel,Charleston County,SC
29471,Reevesville,Dorchester County,SC
29472,Ridgeville,Dorchester County,SC
29474,Round O,Colleton County,SC
29475,Ruffin,Colleton County,SC
29477,Saint George,Dorchester County,SC
29479,Saint Stephen,Berkeley County,SC
29481,Smoaks,Colleton County,SC
29482,Sullivans Island,Charleston County,SC
29483,Summerville,Dorchester County,SC
29485,Summerville,Dorchester County,SC
29486,Summerville,Berkeley County,SC
29487,Wadmalaw Island,Charleston County,SC
29488,Walterboro,Colleton County,SC
29492,Charleston,Berkeley County,SC
29501,Florence,Florence County,SC
29505,Florence,Florence County,SC
29506,Florence,Florence County,SC
29510,Andrews,Georgetown County,SC
29511,Aynor,Horry County,SC
29512,Bennettsville,Marlboro County,SC
29518,Cades,Williamsburg County,SC
29520,Cheraw,Chesterfield County,SC
29525,Clio,Marlboro County,SC
29526,Conway,Horry County,SC
29527,Conway,Horry County,SC
29530,Coward,Florence County,SC
29532,Darlington,Darlington County,SC
29536,Dillon,Dillon County,SC
29540,Darlington,Darlington County,SC
29541,Effingham,Florence County,SC
29544,Galivants Ferry,Horry County,SC
29545,Green Sea,Horry County,SC
29546,Gresham,Marion County,SC
29547,Hamer,Dillon County,SC
29550,Hartsville,Darlington County,SC
29554,,Georgetown County,SC
29555,Johnsonville,Florence County,SC
29556,Kingstree,Williamsburg County,SC
29560,Lake City,Florence County,SC
29563,Lake View,Dillon County,SC
29564,Lane,Williamsburg County,SC
29565,Latta,Dillon County,SC
29566,Little River,Horry County,SC
29568,Longs,Horry County,SC
29569,Loris,Horry County,SC
29570,McColl,Marlboro County,SC
29571,Marion,Marion County,SC
29572,Myrtle Beach,Horry County,SC
29574,Mullins,Marion County,SC
29575,Surfside Beach,Horry County,SC
29576,Murrells Inlet,Horry County,SC
29577,Myrtle Beach,Horry County,SC
29579,Myrtle Beach,Horry County,SC
29580,Nesmith,Williamsburg County,SC
29581,Nichols,Horry County,SC
29582,North Myrtle Beach,Horry County,SC
29583,Pamplico,Florence County,SC
29584,Chesterfield,Chesterfield County,SC
29585,Pawleys Island,Georgetown County,SC
29588,Myrtle Beach,Horry County,SC
29590,Salters,Williamsburg County,SC
29591,Scranton,Florence County,SC
29593,Society Hill,Chesterfield County,SC
29596,Wallace,Marlboro County,SC
29601,Greenville,Greenville County,SC
29605,Greenville,Greenville County,SC
29607,Greenville,Greenville County,SC
29609,Greenville,Greenville County,SC
29611,Greenville,Greenville County,SC
29615,Greenville,Greenville County,SC
29617,Greenville,Greenville County,SC
29620,Abbeville,Abbeville County,SC
29621,Anderson,Anderson County,SC
29624,Anderson,Anderson County,SC
29625,Anderson,Anderson County,SC
29626,Anderson,Anderson County,SC
29627,Belton,Anderson County,SC
29628,Calhoun Falls,Abbeville County,SC
29630,Central,Pickens County,SC
29631,Clemson,Pickens County,SC
29635,Cleveland,Greenville County,SC
29638,Donalds,Abbeville County,SC
29639,Due West,Abbeville County,SC
29640,Easley,Pickens County,SC
29642,Easley,Pickens County,SC
29643,Fair Play,Oconee County,SC
29644,Fountain Inn,Greenville County,SC
29645,Gray Court,Laurens County,SC
29646,Greenwood,Greenwood County,SC
29649,Greenwood,Greenwood County,SC
29650,Greer,Greenville County,SC
29651,Greer,Greenville County,SC
29653,Hodges,Greenwood County,SC
29654,Honea Path,Anderson County,SC
29655,Iva,Anderson County,SC
29657,Liberty,Pickens County,SC
29658,Longcreek,Oconee County,SC
29661,Cleveland,Greenville County,SC
29662,Mauldin,Greenville County,SC
29664,Mountain Rest,Oconee County,SC
29666,Ninety Six,Greenwood County,SC
29667,Norris,Pickens County,SC
29669,Pelzer,Greenville County,SC
29670,Pendleton,Anderson County,SC
29671,Pickens,Pickens County,SC
29672,Seneca,Oconee County,SC
29673,Piedmont,Greenville County,SC
29676,Salem,Oconee County,SC
29678,Seneca,Oconee County,SC
29680,Simpsonville,Greenville County,SC
29681,Simpsonville,Greenville County,SC
29682,Six Mile,Pickens County,SC
29683,Marietta,Greenville County,SC
29684,Starr,Anderson County,SC
29685,Sunset,Pickens County,SC
29686,Mountain Rest,Oconee County,SC
29687,Taylors,Greenville County,SC
29689,Townville,Anderson County,SC
29690,Travelers Rest,Greenville County,SC
29691,Walhalla,Oconee County,SC
29692,Ware Shoals,Laurens County,SC
29693,Westminster,Oconee County,SC
29696,West Union,Oconee County,SC
29697,Williamston,Anderson County,SC
29702,Blacksburg,Cherokee County,SC
29704,Catawba,York County,SC
29706,Eureka Mill,Chester County,SC
29707,Fort Mill,Lancaster County,SC
29708,Fort Mill,York County,SC
29709,Chesterfield,Chesterfield County,SC
29710,Clover,York County,SC
29712,Edgemoor,Chester County,SC
29714,Fort Lawn,Chester County,SC
29715,Fort Mill,York County,SC
29717,Hickory Grove,York County,SC
29718,Jefferson,Chesterfield County,SC
29720,Lancaster,Lancaster County,SC
29726,Mc Connells,York County,SC
29727,,Chesterfield County,SC
29728,Pageland,Chesterfield County,SC
29729,Richburg,Chester County,SC
29730,Rock Hill,York County,SC
29732,Rock Hill,York County,SC
29741,,Chesterfield County,SC
29742,Sharon,York County,SC
29743,Smyrna,York County,SC
29745,York,York County,SC
29801,Aiken,Aiken County,SC
29803,Aiken,Aiken County,SC
29805,Aiken,Aiken County,SC
29809,New Ellenton,Aiken County,SC
29810,Allendale,Allendale County,SC
29812,Barnwell,Barnwell County,SC
29817,Blackville,Barnwell County,SC
29819,Bradley,Greenwood County,SC
29821,Clarks Hill,Edgefield County,SC
29824,Edgefield,Edgefield County,SC
29827,Fairfax,Allendale County,SC
29828,Gloverville,Aiken County,SC
29829,Graniteville,Aiken County,SC
29831,Jackson,Aiken County,SC
29832,Johnston,Edgefield County,SC
29835,Mc Cormick,McCormick County,SC
29841,North Augusta,Aiken County,SC
29842,Beech Island,Aiken County,SC
29843,Olar,Bamberg County,SC
29847,Trenton,Edgefield County,SC
29848,Troy,Greenwood County,SC
29851,Warrenville,Aiken County,SC
29853,Williston,Barnwell County,SC
29856,Windsor,Aiken County,SC
29860,North Augusta,Edgefield County,SC
29902,Beaufort,Beaufort County,SC
29906,Beaufort,Beaufort County,SC
29907,Beaufort,Beaufort County,SC
29909,Bluffton,Beaufort County,SC
29910,Bluffton,Beaufort County,SC
29911,Hampton,Hampton County,SC
29915,Bluffton,Beaufort County,SC
29916,Early Branch,Hampton County,SC
29918,Estill,Hampton County,SC
29920,Saint Helena Island,Beaufort County,SC
29922,Garnett,Jasper County,SC
29924,Hampton,Hampton County,SC
29926,Hilton Head Island,Beaufort County,SC
29927,Hardeeville,Jasper County,SC
29928,Hilton Head Island,Beaufort County,SC
29929,Islandton,Colleton County,SC
29935,Port Royal,Beaufort County,SC
29936,Ridgeland,Jasper County,SC
29940,Seabrook,Beaufort County,SC
29941,Sheldon,Beaufort County,SC
29944,Varnville,Hampton County,SC
29945,Yemassee,Beaufort County,SC
